UniProtID,N_Pockets,Score,Probability,Gene,Length,Protein
Q25820,5,6.03,0.298,PF3D7_API02900,410.0,"Elongation factor Tu, apicoplast"
Q25821,0,0.0,0.0,PF3D7_API03000,78.0,ORF78 protein
Q25824,1,0.94,0.004,PF3D7_API03800,79.0,ORF79 protein
Q25825,1,1.11,0.008,PF3D7_API04000,121.0,Hypothetical chloroplast reading frame 93 (ORF105 protein)
Q27730,0,0.0,0.0,PF3D7_API02500,36.0,Ribosomal protein
Q4VWQ3,1,1.19,0.01,PF3D7_0916100,180.0,Thioredoxin 3 (PfTRX3)
Q5MYR6,2,1.84,0.035,PF3D7_0729200,240.0,Peroxiredoxin (EC 1.11.1.15)
Q6LFD5,0,0.0,0.0,PF3D7_0613400,213.0,"Large ribosomal subunit protein uL18c (50S ribosomal protein L18, apicoplastic)"
Q6LFH8,5,5.11,0.235,PF3D7_0608800,414.0,Ornithine aminotransferase (PfOAT) (EC 2.6.1.13) (Ornithine--oxo-acid aminotransferase)
Q6LFN2,2,1.39,0.017,PF3D7_0603400,1103.0,Trophozoite exported protein 1
Q6ZLZ9,5,17.42,0.802,PF3D7_0903700,453.0,Tubulin alpha chain
Q6ZMA7,0,0.0,0.0,PF3D7_0406200,157.0,Parasitophorous vacuole membrane protein S16 (Sexual stage-specific protein S16)
Q6ZMA8,4,4.13,0.167,PF3D7_0406100,494.0,Vacuolar proton pump subunit B (V-ATPase subunit B) (Vacuolar proton pump subunit B)
Q76NL8,25,30.31,0.934,PF3D7_1360800,1193.0,Falcilysin (EC 3.4.24.-)
Q76NM1,5,24.59,0.9,PF3D7_1353600,221.0,ER lumen protein-retaining receptor
Q76NM2,1,1.01,0.006,PF3D7_1335900,574.0,Thrombospondin-related anonymous protein
Q76NM3,5,7.96,0.423,PF3D7_1324900,316.0,L-lactate dehydrogenase
Q76NM4,1,11.19,0.6,PF3D7_1320600,216.0,Ras-related protein Rab-11A (EC 3.6.5.2)
Q76NM5,14,10.79,0.579,PF3D7_1301600,1210.0,Erythrocyte binding antigen-140
Q76NM6,11,4.48,0.191,PF3D7_1311900,611.0,V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 7.1.2.2) (V-ATPase 69 kDa subunit) (Vacuolar proton pump subunit alpha)
Q76NM7,1,9.67,0.52,PF3D7_1310600,207.0,Ras-related protein Rab-5B (PfRab5B) (EC 3.6.5.2)
Q76NM8,4,2.13,0.05,PF3D7_1304700,274.0,Cyclin
Q76NN6,2,2.38,0.063,PF3D7_0419600,280.0,"Ran-specific GTPase-activating protein 1, putative"
Q76NN7,1,5.49,0.262,PF3D7_0322000,171.0,Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)
Q76NN8,25,19.25,0.837,PF3D7_0106300,1228.0,Calcium-transporting ATPase (EC 3.6.3.8)
Q7HP03,6,54.43,0.984,PF3D7_MIT02300,376.0,Cytochrome b
Q7K6A0,7,8.21,0.437,PF3D7_0934800,342.0,cAMP-dependent protein kinase catalytic subunit (EC 2.7.11.11)
Q7K6A1,4,9.44,0.507,PF3D7_0925700,449.0,Histone deacetylase (EC 3.5.1.98)
Q7K6A4,5,4.98,0.225,PF3D7_0922200,402.0,S-adenosylmethionine synthase (EC 2.5.1.6)
Q7K6A5,24,23.8,0.892,PF3D7_0523000,1419.0,Multidrug resistance protein 1 (PfMDR1) (EC 7.6.2.2) (P-glycoprotein homolog) (PGH1)
Q7K6A7,5,4.11,0.165,PF3D7_0518400,229.0,Cyclin
Q7K6A9,1,1.32,0.014,PF3D7_0803800,265.0,Proteasome subunit beta
Q7K6B0,3,3.55,0.131,PF3D7_0807300,201.0,Ras-related protein Rab-18 (EC 3.6.5.2)
Q7K6B1,4,12.87,0.665,PF3D7_0817500,185.0,Histidine triad nucleotide-binding protein 1
Q7K734,2,14.74,0.733,PF3D7_0408500,672.0,Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (Flap structure-specific endonuclease 1)
Q7K740,0,0.0,0.0,PF3D7_0304600,397.0,Circumsporozoite protein (CS) (PfCSP) [Cleaved into: Circumsporozoite protein C-terminus]
Q7KQJ9,3,4.0,0.159,PF3D7_1226600,264.0,Proliferating cell nuclear antigen 2 (PfPCNA2)
Q7KQK0,4,10.15,0.546,PF3D7_1223100,441.0,cAMP-dependent protein kinase regulatory subunit (EC 2.7.11.11)
Q7KQK1,0,0.0,0.0,PF3D7_1219700,190.0,Raf kinase inhibitor
Q7KQK2,0,0.0,0.0,PF3D7_1211800,381.0,Polyubiquitin
Q7KQK3,2,2.08,0.047,PF3D7_1211400,244.0,Heat shock protein DNAJ homologue Pfj4
Q7KQK4,2,1.74,0.031,PF3D7_1209300,1461.0,Telomere repeat-binding zinc finger protein
Q7KQK5,6,10.4,0.559,PF3D7_1133400,622.0,Apical membrane antigen 1 (Merozoite surface antigen)
Q7KQK6,1,6.75,0.344,PF3D7_1117700,214.0,GTP-binding nuclear protein
Q7KQK7,6,10.56,0.567,PF3D7_1113900,508.0,Mitogen-activated protein kinase (EC 2.7.11.24)
Q7KQK8,0,0.0,0.0,PF3D7_1102700,91.0,Early transcribed membrane protein 11.1
Q7KQL1,0,0.0,0.0,PF3D7_1033600,915.0,"Pre-mRNA-splicing factor CEF1, putative"
Q7KQL2,4,7.81,0.414,PF3D7_1031000,217.0,Ookinete surface protein P25
Q7KQL4,17,19.91,0.847,PF3D7_1017000,1094.0,DNA polymerase (EC 2.7.7.7)
Q7KQL7,15,28.1,0.923,PF3D7_1479000,820.0,Acyl-CoA synthetase (EC 6.2.1.3)
Q7KQM5,0,0.0,0.0,PF3D7_1401400,107.0,Early transcribed membrane protein 14.1
Q7KWI6,0,0.0,0.0,PF3D7_0220500,271.0,Uncharacterized protein
Q7KWI7,1,1.28,0.013,PF3D7_0220200,180.0,Fam-b protein
Q7KWI9,5,14.43,0.722,PF3D7_0211400,371.0,Beta-ketoacyl-ACP synthase III (EC 2.3.1.180)
Q7KWJ1,0,0.0,0.0,PF3D7_0208500,137.0,Acyl carrier protein
Q7KWJ2,1,5.52,0.264,PF3D7_0207000,272.0,Merozoite surface protein 4
Q7KWJ3,2,1.9,0.038,PF3D7_0206900,272.0,Merozoite surface protein 5
Q7KWJ4,4,2.26,0.056,PF3D7_0206700,471.0,Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase)
Q7KWJ5,7,20.05,0.849,PF3D7_0204700,504.0,Hexose transporter 1 (PfHT1)
Q7YTF7,6,10.3,0.553,PF3D7_0213400,343.0,mitogen-activated protein kinase kinase (EC 2.7.12.2)
Q8I082,1,3.5,0.128,PF3D7_0937700,367.0,Rifin
Q8I0E0,0,0.0,0.0,PF3D7_1200500,369.0,Rifin
Q8I0G7,0,0.0,0.0,PF3D7_1400300,342.0,Rifin
Q8I0P6,5,9.43,0.507,PF3D7_1357000,443.0,Elongation factor 1-alpha
Q8I0P6,5,9.43,0.507,PF3D7_1357100,443.0,Elongation factor 1-alpha
Q8I0Q0,8,14.06,0.709,PF3D7_0631300,282.0,Exported protein family 1
Q8I0Q0,8,14.06,0.709,PF3D7_1101800,282.0,Exported protein family 1
Q8I0U6,8,4.9,0.22,PF3D7_0102200,1085.0,Ring-infected erythrocyte surface antigen
Q8I0U7,4,2.02,0.044,PF3D7_0931800,282.0,"Proteasome subunit beta type-6, putative (EC 3.4.25.1)"
Q8I0U8,28,16.71,0.785,PF3D7_0930300,1720.0,Merozoite surface protein 1 (PfMSP-1) (Merozoite surface antigen) (PMMSA) [Cleaved into: p83 subunit; p30 subunit; p38 subunit; p42 subunit; p33 subunit; p19 subunit]
Q8I0U9,9,44.56,0.972,PF3D7_0530200,524.0,Phosphoenolpyruvate/phosphate translocator
Q8I0V0,6,5.51,0.263,PF3D7_0507500,688.0,Subtilisin-like protease 1 (EC 3.4.21.62) (PfSUB1)
Q8I0V1,9,12.46,0.651,PF3D7_1247800,590.0,Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (Dipeptidyl transferase)
Q8I0V2,5,7.14,0.371,PF3D7_1235700,535.0,ATP synthase subunit beta (EC 7.1.2.2)
Q8I0V3,2,24.42,0.898,PF3D7_1232100,718.0,60 kDa chaperonin
Q8I0V4,6,11.05,0.593,PF3D7_1222300,821.0,"Endoplasmin, putative"
Q8I0V5,0,0.0,0.0,PF3D7_1208300,157.0,"Acyl carrier protein, mitochondrial, putative"
Q8I0V6,2,2.6,0.075,PF3D7_1207700,375.0,Blood stage antigen 41-3
Q8I0V8,14,44.83,0.972,PF3D7_0401900,971.0,Acyl-CoA synthetase (EC 6.2.1.3)
Q8I0V9,1,10.3,0.553,PF3D7_0109200,232.0,Cleavage and polyadenylation specificity factor subunit 5
Q8I0W1,4,7.67,0.405,PF3D7_0933000,761.0,"CSTF domain-containing protein, putative"
Q8I0W2,13,15.18,0.748,PF3D7_0928800,820.0,"Serine/threonine protein kinase, putative (EC 2.7.11.1)"
Q8I0W4,2,15.06,0.743,PF3D7_0908700,312.0,tRNA pseudouridine synthase (EC 5.4.99.12)
Q8I0W6,11,46.95,0.975,PF3D7_0519300,648.0,"Protoheme IX farnesyltransferase, mitochondrial (Heme O synthase)"
Q8I0W8,11,13.64,0.694,PF3D7_0513600,1113.0,"Deoxyribodipyrimidine photo-lyase, putative (EC 4.1.99.3)"
Q8I0W9,31,32.87,0.945,PF3D7_0511200,949.0,Stearoyl-CoA desaturase (EC 1.14.19.1)
Q8I0X0,5,3.18,0.109,PF3D7_0509000,298.0,"Alpha-soluble NSF attachment protein, putative"
Q8I0X1,3,1.95,0.04,PF3D7_0504600,381.0,3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) (EC 1.2.4.4)
Q8I0X2,13,46.72,0.975,PF3D7_1253400,816.0,Acyl-CoA synthetase (EC 6.2.1.3)
Q8I0X3,13,5.39,0.255,PF3D7_1223300,1222.0,DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.2)
Q8I0X4,7,15.29,0.75,PF3D7_1207600,601.0,tRNA dimethylallyltransferase (EC 2.5.1.75)
Q8I1N7,12,14.38,0.721,PF3D7_0420200,594.0,"Holo-[acyl-carrier-protein] synthase, putative (EC 2.7.8.7)"
Q8I1N8,5,11.69,0.621,PF3D7_0420100,581.0,non-specific serine/threonine protein kinase (EC 2.7.11.1)
Q8I1P0,1,1.91,0.039,PF3D7_0419800,236.0,"60S ribosomal protein L7ae/L30e, putative"
Q8I1P1,1,2.61,0.075,PF3D7_0419700,325.0,Apical merozoite protein
Q8I1P2,11,14.47,0.724,PF3D7_0419500,536.0,Protein YIPF
Q8I1P3,49,25.52,0.907,PF3D7_0419400,2472.0,Oocyst capsule protein
Q8I1P4,5,4.24,0.174,PF3D7_0419300,346.0,Uncharacterized protein
Q8I1P5,3,13.52,0.689,PF3D7_0419200,136.0,"Protein transport protein GOT1, putative"
Q8I1P6,8,21.37,0.869,PF3D7_0419100,277.0,Uncharacterized protein
Q8I1P7,0,0.0,0.0,PF3D7_0419000,440.0,Growth arrest-specific protein 8 domain-containing protein
Q8I1Q0,4,2.87,0.091,PF3D7_0418700,569.0,"RNA-binding protein NOB1, putative"
Q8I1Q1,12,12.73,0.66,PF3D7_0418600,2011.0,"Regulator of chromosome condensation, putative"
Q8I1Q2,2,29.57,0.932,PF3D7_0418500,187.0,Trafficking protein particle complex subunit
Q8I1Q3,1,8.67,0.464,PF3D7_0418400,109.0,LSM domain-containing protein
Q8I1Q4,0,0.0,0.0,PF3D7_0418300,992.0,Uncharacterized protein
Q8I1Q5,5,2.1,0.048,PF3D7_0418200,429.0,Eukaryotic translation initiation factor 3 subunit M (eIF3m)
Q8I1Q6,11,8.0,0.426,PF3D7_0418100,1215.0,"Protein SOC1, putative"
Q8I1Q8,10,29.03,0.929,PF3D7_0417900,753.0,Uncharacterized protein
Q8I1Q9,5,9.54,0.513,PF3D7_0417800,699.0,Cyclin-dependent kinase 2 homolog (Cell division control protein 2 homolog) (cdc2-related kinase 2)
Q8I1R1,0,0.0,0.0,PF3D7_0417600,807.0,Uncharacterized protein
Q8I1R5,7,4.84,0.216,PF3D7_0417300,802.0,"LETM1-like protein, putative"
Q8I1R6,9,29.95,0.933,PF3D7_0417200,608.0,Bifunctional dihydrofolate reductase-thymidylate synthase
Q8I1R7,7,13.38,0.684,PF3D7_0417100,514.0,mRNA-binding protein PUF2
Q8I1R8,1,3.26,0.113,PF3D7_0417000,275.0,Uncharacterized protein
Q8I1S0,3,2.27,0.057,PF3D7_0416800,192.0,Small GTP-binding protein sar1
Q8I1S1,0,0.0,0.0,PF3D7_0416600,287.0,"Prohibitin-like protein PHBL, putative"
Q8I1S2,2,1.63,0.026,PF3D7_0416500,389.0,Repressor of RNA polymerase III transcription MAF1
Q8I1S4,15,14.94,0.739,PF3D7_0416300,1465.0,DNA helicase (EC 3.6.4.12)
Q8I1S5,0,0.0,0.0,PF3D7_0416200,207.0,Uncharacterized protein
Q8I1S6,10,7.44,0.39,PF3D7_0416100,826.0,Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7)
Q8I1S7,0,0.0,0.0,PF3D7_0416000,579.0,"RNA-binding protein, putative"
Q8I1S9,19,26.79,0.917,PF3D7_0415800,875.0,"RING zinc finger protein, putative"
Q8I1T0,12,6.84,0.351,PF3D7_0415700,461.0,Uncharacterized protein
Q8I1T1,2,29.75,0.932,PF3D7_0415600,229.0,GTP:AMP phosphotransferase (PfGAK) (EC 2.7.4.10)
Q8I1T2,1,6.9,0.356,PF3D7_0415500,234.0,Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein)
Q8I1T3,1,2.19,0.052,PF3D7_0415400,208.0,Coatomer subunit zeta
Q8I1T4,11,12.82,0.663,PF3D7_0415300,1339.0,Cyclin-dependent kinase 2 homolog (Cell division control protein 2 homolog) (cdc2-related kinase 2)
Q8I1T6,17,13.95,0.705,PF3D7_0415200,2212.0,Uncharacterized protein
Q8I1T7,7,7.4,0.387,PF3D7_0415100,413.0,25S rRNA (uridine-N(3))-methyltransferase BMT5-like domain-containing protein
Q8I1T8,7,6.4,0.322,PF3D7_0415000,379.0,ATPase ASNA1 homolog (EC 3.6.-.-) (Arsenical pump-driving ATPase homolog) (Arsenite-stimulated ATPase)
Q8I1U1,5,5.17,0.239,PF3D7_0414700,631.0,"GTP-binding protein, putative"
Q8I1U2,1,3.53,0.13,PF3D7_0414600,235.0,"Acylated pleckstrin-homology domain-containing protein, putative"
Q8I1U3,4,2.21,0.054,PF3D7_0414500,363.0,"RNA-binding protein, putative"
Q8I1U4,0,0.0,0.0,PF3D7_0414400,330.0,Uncharacterized protein
Q8I1U6,33,38.97,0.961,PF3D7_0414100,1485.0,Uncharacterized protein
Q8I1U7,7,2.36,0.062,PF3D7_0414000,1193.0,Structural maintenance of chromosomes protein 3 homolog
Q8I1U8,8,8.51,0.454,PF3D7_0413900,853.0,Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)
Q8I1U9,0,0.0,0.0,PF3D7_0413800,280.0,"50S ribosomal protein L10, putative"
Q8I1V0,6,11.86,0.628,PF3D7_0413700,338.0,"Lysine decarboxylase-like protein, putative (EC 4.1.1.18)"
Q8I1V1,3,4.16,0.169,PF3D7_0413600,392.0,"26S protease regulatory subunit 6B, putative (EC 3.6.4.8)"
Q8I1V2,2,6.47,0.327,PF3D7_0413500,295.0,"Serine/threonine-protein phosphatase PGAM5, mitochondrial (Serine/threonine-protein phosphatase Pgam5, mitochondrial)"
Q8I1V4,1,1.04,0.006,PF3D7_0413300,346.0,Rifin
Q8I1V5,0,0.0,0.0,PF3D7_0413200,376.0,Rifin
Q8I1V6,18,24.25,0.897,PF3D7_0413100,2326.0,"Erythrocyte membrane protein 1, PfEMP1"
Q8I1V7,28,16.92,0.791,PF3D7_0412900,2312.0,"Erythrocyte membrane protein 1, PfEMP1"
Q8I1V9,4,20.5,0.856,PF3D7_0409900,416.0,"Actin-like protein, putative"
Q8I1W0,0,0.0,0.0,PF3D7_0409700,194.0,Peptide chain release factor 2 (EC 3.1.1.29)
Q8I1W3,0,0.0,0.0,PF3D7_0406800,286.0,"Ribosomal protein L25, putative"
Q8I1W8,2,5.49,0.261,PF3D7_0406000,508.0,Uncharacterized protein
Q8I1W9,6,4.94,0.223,PF3D7_0405900,731.0,Apical sushi protein
Q8I1X0,1,1.57,0.024,PF3D7_0405800,102.0,Uncharacterized protein
Q8I1X1,24,27.49,0.921,PF3D7_0405700,2415.0,histidinol-phosphate transaminase (EC 2.6.1.9)
Q8I1X3,7,9.07,0.486,PF3D7_0405600,315.0,"TMEM33 domain-containing protein, putative"
Q8I1X4,2,1.48,0.02,PF3D7_0405500,224.0,Uncharacterized protein
Q8I1X6,24,33.96,0.948,PF3D7_0405300,1964.0,"Liver specific protein 2, putative"
Q8I1X7,8,57.89,0.986,PF3D7_0405200,579.0,Rhoptry surface protein CERLI2 (Ag-1 blood stage membrane protein homolog) (Pfmag-1) (Cytosolically exposed rhoptry leaflet interacting protein 2) (PfCERLI2)
Q8I1X9,10,14.32,0.719,PF3D7_0405000,567.0,ATP-dependent RNA helicase (EC 3.6.4.13)
Q8I1Y0,4,6.43,0.324,PF3D7_0404900,378.0,"Merozoite surface protein P41 [Cleaved into: Merozoite surface protein P41, processed form]"
Q8I1Y1,10,34.21,0.949,PF3D7_0404800,567.0,Uncharacterized protein
Q8I1Y2,17,14.69,0.731,PF3D7_0404700,939.0,Dipeptidyl peptidase 1 (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (Dipeptidyl transferase)
Q8I1Y4,4,1.88,0.037,PF3D7_0404500,478.0,Sporozoite surface protein P36p (Sporozoite surface protein P52)
Q8I1Y5,5,2.95,0.095,PF3D7_0404400,379.0,Sporozoite surface protein P36
Q8I1Y6,0,0.0,0.0,PF3D7_0404300,631.0,RanBD1 domain-containing protein
Q8I1Y7,0,0.0,0.0,PF3D7_0404200,163.0,Uncharacterized protein
Q8I1Y8,2,2.54,0.072,PF3D7_0404100,2271.0,"AP2 domain transcription factor AP2-SP2, putative"
Q8I1Y9,1,0.8,0.003,PF3D7_0404000,99.0,Uncharacterized protein
Q8I1Z0,10,23.37,0.888,PF3D7_0403900,1186.0,"SET domain protein, putative (EC 2.1.1.43)"
Q8I1Z1,8,6.74,0.343,PF3D7_0403800,734.0,"Alpha/beta hydrolase, putative"
Q8I1Z2,8,1.67,0.028,PF3D7_0403700,780.0,"Pre-mRNA-splicing factor CLF1, putative"
Q8I1Z5,7,5.96,0.293,PF3D7_0403500,400.0,ubiquitinyl hydrolase 1 (EC 3.4.19.12)
Q8I1Z7,1,2.04,0.045,PF3D7_0403300,152.0,Glutamyl-tRNA(Gln) amidotransferase subunit C
Q8I1Z8,0,0.0,0.0,PF3D7_0403200,560.0,"Pre-mRNA splicing factor, putative"
Q8I1Z9,5,6.56,0.332,PF3D7_0403100,626.0,"Regulator of chromosome condensation, putative"
Q8I200,0,0.0,0.0,PF3D7_0402900,99.0,Uncharacterized protein
Q8I201,4,3.29,0.115,PF3D7_0402600,301.0,Stevor
Q8I202,6,6.74,0.343,PF3D7_0402400,254.0,Plasmodium falciparum erythrocyte membrane protein 1 acidic terminal segment domain-containing protein
Q8I205,6,45.71,0.973,PF3D7_0402100,575.0,Plasmodium RESA N-terminal domain-containing protein
Q8I206,2,3.29,0.115,PF3D7_0402000,428.0,Plasmodium RESA N-terminal domain-containing protein
Q8I207,4,19.65,0.842,PF3D7_0401800,560.0,Plasmodium RESA N-terminal domain-containing protein
Q8I209,2,4.93,0.222,PF3D7_0401600,347.0,Rifin
Q8I210,1,1.28,0.013,PF3D7_0401400,329.0,Rifin
Q8I211,1,1.26,0.012,PF3D7_0401300,375.0,Rifin
Q8I212,0,0.0,0.0,PF3D7_0401200,367.0,Rifin
Q8I213,0,0.0,0.0,PF3D7_0401000,309.0,Rifin
Q8I214,0,0.0,0.0,PF3D7_0400900,329.0,Rifin
Q8I215,3,2.59,0.074,PF3D7_0400800,289.0,Stevor
Q8I216,0,0.0,0.0,PF3D7_0400700,380.0,Rifin
Q8I217,1,7.81,0.414,PF3D7_0400500,382.0,Rifin
Q8I219,0,0.0,0.0,PF3D7_0400300,370.0,Rifin
Q8I220,37,13.68,0.695,PF3D7_0400100,2646.0,"Erythrocyte membrane protein 1, PfEMP1"
Q8I224,1,2.22,0.054,PF3D7_0303600,179.0,Plasmoredoxin
Q8I226,4,17.79,0.808,PF3D7_0112000,447.0,TatD-like deoxyribonuclease (EC 3.1.21.-)
Q8I227,3,2.97,0.097,PF3D7_0111900,81.0,Mitochondrial distribution and morphology protein 35
Q8I229,3,2.63,0.076,PF3D7_0111700,117.0,Plasmodium RESA N-terminal domain-containing protein
Q8I230,2,8.4,0.448,PF3D7_0111600,248.0,Uncharacterized protein
Q8I231,4,22.24,0.879,PF3D7_0111500,371.0,"UMP-CMP kinase, putative (EC 2.7.4.14)"
Q8I233,16,20.36,0.854,PF3D7_0111300,1167.0,"P-loop containing nucleoside triphosphate hydrolase, putative"
Q8I234,0,0.0,0.0,PF3D7_0111200,97.0,Uncharacterized protein
Q8I235,8,13.11,0.674,PF3D7_0111000,1664.0,"Kinesin-8, putative"
Q8I236,1,6.89,0.354,PF3D7_0110900,186.0,Adenylate kinase isoenzyme 6 homolog (AK6) (EC 2.7.4.3) (Dual activity adenylate kinase/ATPase) (AK/ATPase) (PfAKLP1)
Q8I237,0,0.0,0.0,PF3D7_0110800,367.0,General transcription factor TFIIB
Q8I238,2,11.82,0.627,PF3D7_0110700,446.0,"Chromatin assembly factor 1 protein WD40 domain, putative"
Q8I239,19,17.21,0.798,PF3D7_0110600,1710.0,Phosphatidylinositol 4-phosphate 5-kinase (EC 2.7.1.68)
Q8I240,7,16.91,0.791,PF3D7_0110500,2285.0,"Bromodomain protein, putative"
Q8I241,0,0.0,0.0,PF3D7_0110400,249.0,"DNA-directed RNA polymerase II subunit RPB9, putative (EC 2.7.7.6)"
Q8I242,1,24.67,0.9,PF3D7_0110200,143.0,Sulfhydryl oxidase (EC 1.8.3.2)
Q8I243,6,9.87,0.53,PF3D7_0110100,934.0,"Selenocysteine-specific elongation factor, putative"
Q8I244,2,2.22,0.054,PF3D7_0110000,234.0,Plasmodium RESA N-terminal domain-containing protein
Q8I246,6,7.78,0.412,PF3D7_0109800,575.0,phenylalanine--tRNA ligase (EC 6.1.1.20)
Q8I247,2,2.42,0.065,PF3D7_0109700,183.0,rRNA biogenesis protein RRP36
Q8I248,0,0.0,0.0,PF3D7_0109600,150.0,"Cold-shock protein, putative"
Q8I249,3,12.64,0.657,PF3D7_0109500,155.0,"N-acetyltransferase, GNAT family, putative (EC 2.3.1.-)"
Q8I250,0,0.0,0.0,PF3D7_0109400,166.0,Tubulin-specific chaperone A
Q8I251,9,26.26,0.912,PF3D7_0109300,322.0,Elongation of fatty acids protein (EC 2.3.1.-)
Q8I252,9,3.53,0.13,PF3D7_0109100,1029.0,LCCL domain-containing protein
Q8I253,0,0.0,0.0,PF3D7_0109000,224.0,Photosensitized INA-labeled protein PHIL1
Q8I254,6,8.08,0.43,PF3D7_0108800,360.0,"Mitochondrial carrier protein, putative"
Q8I255,3,2.9,0.093,PF3D7_0108700,1152.0,"Secreted ookinete protein, putative"
Q8I256,1,2.25,0.056,PF3D7_0108600,306.0,J domain-containing protein
Q8I257,0,0.0,0.0,PF3D7_0108500,179.0,ELM2 domain-containing protein
Q8I259,14,32.35,0.943,PF3D7_0108300,2221.0,Leucine-rich repeat protein
Q8I260,9,5.91,0.289,PF3D7_0108100,656.0,Heptatricopeptide repeat-containing protein
Q8I261,1,1.62,0.026,PF3D7_0108000,218.0,Proteasome subunit beta
Q8I262,3,6.41,0.323,PF3D7_0107900,275.0,S1 motif domain-containing protein
Q8I265,9,3.83,0.149,PF3D7_0107600,1595.0,Eukaryotic translation initiation factor 2-alpha kinase 2 (PfeIK2) (eIF2alpha kinase 2) (EC 2.7.11.1)
Q8I266,26,63.82,0.989,PF3D7_0107500,1470.0,Niemann-Pick type C1-related protein
Q8I267,0,0.0,0.0,PF3D7_0107400,153.0,"ATP synthase-associated protein, putative"
Q8I269,7,2.85,0.09,PF3D7_0107300,399.0,Uncharacterized protein
Q8I271,4,12.09,0.639,PF3D7_0107100,543.0,Uncharacterized protein
Q8I272,2,8.39,0.448,PF3D7_0107000,168.0,Centrin-1
Q8I273,9,6.02,0.296,PF3D7_0106900,734.0,"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, putative (EC 2.7.7.60)"
Q8I274,1,6.07,0.3,PF3D7_0106800,214.0,Ras-related protein Rab-5C (EC 3.6.5.2)
Q8I275,6,13.86,0.702,PF3D7_0106700,1434.0,Small ribosomal subunit assembling AARP2 protein
Q8I276,0,0.0,0.0,PF3D7_0106600,299.0,Uncharacterized protein
Q8I277,6,6.21,0.31,PF3D7_0106500,1411.0,Uncharacterized protein
Q8I278,0,0.0,0.0,PF3D7_0106400,156.0,"Pre-rRNA-processing protein TSR2, putative"
Q8I280,1,1.35,0.016,PF3D7_0106100,383.0,V-type proton ATPase subunit C
Q8I282,7,26.87,0.917,PF3D7_0105900,448.0,3'-5' exonuclease (Werner Syndrome-like exonuclease)
Q8I283,4,9.65,0.519,PF3D7_0105800,832.0,Cyclin-dependent kinases regulatory subunit
Q8I285,21,27.55,0.921,PF3D7_0105600,1224.0,Uncharacterized protein
Q8I286,0,0.0,0.0,PF3D7_0105500,344.0,Uncharacterized protein
Q8I287,0,0.0,0.0,PF3D7_0105400,140.0,Uncharacterized protein
Q8I288,0,0.0,0.0,PF3D7_0105300,162.0,Cyclase-associated protein
Q8I289,5,8.45,0.451,PF3D7_0105200,568.0,"Heptatricopeptide repeat and RAP domain-containing protein, putative"
Q8I290,0,0.0,0.0,PF3D7_0105100,143.0,CHCH domain-containing protein
Q8I291,6,36.87,0.956,PF3D7_0104800,577.0,"Novel putative transporter 1, putative"
Q8I292,8,61.62,0.988,PF3D7_0104700,711.0,"Major facilitator superfamily-related transporter, putative"
Q8I294,4,35.09,0.952,PF3D7_0104500,277.0,Uncharacterized protein
Q8I295,10,14.22,0.715,PF3D7_0104400,535.0,"4-hydroxy-3-methylbut-2-enyl diphosphate reductase, apicoplast (HMBPP reductase) (EC 1.17.7.4)"
Q8I298,5,45.63,0.973,PF3D7_0104200,466.0,StAR-related lipid transfer protein
Q8I299,14,25.89,0.909,PF3D7_0104100,791.0,Uncharacterized protein
Q8I2A0,2,2.1,0.048,PF3D7_0104000,163.0,Thrombospondin-related sporozoite protein
Q8I2A1,4,3.23,0.111,PF3D7_0103900,575.0,Parasite-infected erythrocyte surface protein
Q8I2A2,2,17.42,0.802,PF3D7_0103800,380.0,Actin-related protein
Q8I2A3,11,64.82,0.99,PF3D7_0103700,535.0,"L-seryl-tRNA(Sec) kinase, putative (EC 2.7.1.164)"
Q8I2A4,14,45.34,0.973,PF3D7_0103600,1534.0,ATP-dependent RNA helicase (EC 3.6.4.13)
Q8I2A6,18,21.74,0.874,PF3D7_0103400,1620.0,Putative zinc carboxypeptidase (EC 3.4.17.-)
Q8I2A8,9,53.82,0.983,PF3D7_0103200,434.0,Nucleoside transporter 4
Q8I2A9,26,21.5,0.871,PF3D7_0103100,1634.0,"Vacuolar protein sorting-associated protein 51, putative"
Q8I2B1,6,14.98,0.741,PF3D7_0102900,626.0,aspartate--tRNA ligase (EC 6.1.1.12) (Aspartyl-tRNA synthetase)
Q8I2B2,9,4.97,0.225,PF3D7_0102800,607.0,"Seipin domain-containing protein, putative"
